instance,cols,rows,colsPerRow,equalities,nzEqualities,percEqualities,percNzEqualities,inequalities,nzInequalities,nz,density,bin,genInt,integer,continuous,percInteger,percBin,nUnbounded1,percUnbounded1,nUnbounded2,percUnbounded2,rPartitioning,rPercPartitioning,rPacking,rPercPacking,rPartPacking,rPercRowsPartPacking,rCovering,rPercCovering,rCardinality,rPercCardinality,rKnapsack,rPercKnapsack,rIntegerKnapsack,rPercIntegerKnapsack,rInvKnapsack,rPercInvKnapsack,rSingleton,rPercSingleton,rAggre,rPercAggre,rPrec,rPercPrec,rVarBnd,rPercVarBnd,rBinPacking,rPercBinPacking,rMixedBin,rPercMixedBin,rGenInt,rPercGenInt,rFlowBin,rPercFlowBin,rFlowMx,rPercFlowMx,rNzRowsPartitioning,rNzPercRowsPartitioning,rNzRowsPacking,rNzPercRowsPacking,rNzrowsPartPacking,rNzpercRowsPartPacking,rNzRowsCovering,rNzPercRowsCovering,rNzRowsCardinality,rNzPercRowsCardinality,rNzRowsKnapsack,rNzPercRowsKnapsack,rNzRowsIntegerKnapsack,rNzPercRowsIntegerKnapsack,rNzRowsInvKnapsack,rNzPercRowsInvKnapsack,rNzRowsSingleton,rNzPercRowsSingleton,rNzRowsAggr,rNzPercRowsAggr,rNzRowsPrec,rNzPercRowsPrec,rNzRowsVarBnd,rNzPercRowsVarBnd,rNzRowsBinPacking,rNzPercRowsBinPacking,rNzRowsMixedBin,rNzPercRowsMixedBin,rNzRowsGenInt,rNzPercRowsGenInt,rNzRowsFlowBin,rNzPercRowsFlowBin,rNzRowsFlowMx,rNzPercRowsFlowMx,aMin,aMax,aAvg,aStdDev,aRatioLSA,aAllInt,aPercInt,aDiffVal,anShortInts,apercShortInts,objMin,objMax,objAvg,objStdDev,objRatioLSA,objAllInt,objPercInt,objDiffVal,objnShortInts,objpercShortInts,rhsMin,rhsMax,rhsAvg,rhsStdDev,rhsRatioLSA,rhsAllInt,rhsPercInt,rhsDiffVal,rhsnShortInts,rhspercShortInts,rowNzMin,rowNzMax,rowNzAvg,rowNzStdDev,colNzMin,colNzMax,colNzAvg,colNzStdDev,rowsLess4Nz,rowsLess8Nz,rowsLess16Nz,rowsLess32Nz,rowsLess64Nz,rowsLess128Nz,rowsLess256Nz,rowsLess512Nz,rowsLess1024Nz,percRowsLess4Nz,percRowsLess8Nz,percRowsLess16Nz,percRowsLess32Nz,percRowsLess64Nz,percRowsLess128Nz,percRowsLess256Nz,percRowsLess512Nz,percRowsLess1024Nz,rowsLeast4Nz,rowsLeast8Nz,rowsLeast16Nz,rowsLeast32Nz,rowsLeast64Nz,rowsLeast128Nz,rowsLeast256Nz,rowsLeast512Nz,rowsLeast1024Nz,rowsLeast2048Nz,rowsLeast4096Nz,percRowsLeast4Nz,percRowsLeast8Nz,percRowsLeast16Nz,percRowsLeast32Nz,percRowsLeast64Nz,percRowsLeast128Nz,percRowsLeast256Nz,percRowsLeast512Nz,percRowsLeast1024Nz,percRowsLeast2048Nz,percRowsLeast4096Nz,colsLess4Nz,colsLess8Nz,colsLess16Nz,colsLess32Nz,colsLess64Nz,colsLess128Nz,colsLess256Nz,colsLess512Nz,colsLess1024Nz,percColsLess4Nz,percColsLess8Nz,percColsLess16Nz,percColsLess32Nz,percColsLess64Nz,percColsLess128Nz,percColsLess256Nz,percColsLess512Nz,percColsLess1024Nz,colsLeast4Nz,colsLeast8Nz,colsLeast16Nz,colsLeast32Nz,colsLeast64Nz,colsLeast128Nz,colsLeast256Nz,colsLeast512Nz,colsLeast1024Nz,colsLeast2048Nz,colsLeast4096Nz,percColsLeast4Nz,percColsLeast8Nz,perccolsLeast16Nz,perccolsLeast32Nz,perccolsLeast64Nz,perccolsLeast128Nz,perccolsLeast256Nz,perccolsLeast512Nz,perccolsLeast1024Nz,perccolsLeast2048Nz,perccolsLeast4096Nz
liu,1156.0,2178.0,0.530762,0,0.0,0,0.0,2178.0,10626.0,10626.0,0.42203999999999997,1089.0,0,1089.0,67.0,94.2042,94.2042,67,5.79585,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,2178.0,100.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,10626.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-8398.0,8398.0,-1669.17,5025.44,8398.0,0,59.9379,54,6369.0,59.9379,0.0,1.0,0.0008650519999999999,0.029399,1.0,0,0.0,2,0,0.0,-16748.0,8350.0,-4080.38,9101.44,348.917,0,75.7576,79,1650,75.7576,2,5,4.87879,0.41769799999999996,0,66,0,19.4015,194.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,8.90725,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2112.0,0.0,0,0,0,0,0,0,0,0,0,96.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,1058.0,1058.0,1058.0,1058.0,1156.0,1156.0,1156.0,1156.0,91.5225,91.5225,91.5225,91.5225,91.5225,100.0,100.0,100.0,100.0,1154.0,98.0,98,98,98,0,0,0,0,0,0,99.82700000000001,8.47751,8.47751,8.47751,8.47751,0.0,0.0,0.0,0.0,0.0,0.0
long05_j,51793.0,17241.0,3.00406,4501,817565.0,0,80.8225,12740.0,193991.0,1011560.0,0.11328099999999999,51695.0,98,51793.0,0.0,100.0,99.8108,0,0.0,0,0.0,2752,15.962,6909,40.0731,0,0,0,0.0,132,0.765617,0,0,0,0,0,0.0,49,0.284206,0,0.0,0,0,0.0,0.0,1274,7.389360000000001,0.0,0.0,98,0.5684130000000001,1372,0,0,0,604072.0,59.7171,151312.0,14.9583,755384.0,74.6755,0.0,0.0,6468,0.639411,0.0,0.0,0,0,0.0,0.0,49,0.00484402,0,0.0,0,0,0.0,0.0,5096,0.503778,0.0,0.0,13818.0,1.36601,205800.0,20.3449,0.0,0.0,-1.0,1.0,0.57702,0.8167300000000001,1.0,0,21.149,2,213934.0,21.149,0.0,26.0,3.99915,5.37553,26.0,0,0.0,27,0,0.0,0.0,13.0,0.8839389999999999,0.931154,13.0,0,0.0,11,0,0.0,1,420,58.6715,93.9596,0,56,0,23.9649,4851.0,6909.0,7693.0,12887.0,13517.0,14203.0,16359.0,17241.0,17241.0,28.1364,40.0731,44.6204,74.7462,78.4003,82.3792,94.8843,100.0,100.0,13909.0,10332.0,10136,4354,3724,3038,882,0,0,0,0,80.67399999999998,59.9269,58.7901,25.2538,21.5997,17.6208,5.11571,0.0,0.0,0.0,0.0,5047.0,13965.0,27195.0,41699.0,51793.0,51793.0,51793.0,51793.0,51793.0,9.74456,26.9631,52.5071,80.5109,100.0,100.0,100.0,100.0,100.0,47236.0,40425.0,26999,11368,0,0,0,0,0,0,0,91.2015,78.0511,52.1287,21.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_hidden01_j,62265.0,28370.0,2.19475,4590,834250.0,0,78.37899999999998,23780.0,230130.0,1064380.0,0.060254999999999996,62150.0,115,62265.0,0.0,100.0,99.8153,0,0.0,0,0.0,2808,9.897780000000001,7050,24.8502,0,0,0,0.0,132,0.46528,0,0,0,0,0,0.0,50,0.176243,0,0.0,0,0,0.0,0.0,1300,4.58231,0.0,0.0,100,0.352485,1400,0,0,0,616400.0,57.9116,154400.0,14.5061,770800.0,72.4177,0.0,0.0,6600,0.620079,0.0,0.0,0,0,0.0,0.0,50,0.00469757,0,0.0,0,0,0.0,0.0,5200,0.488547,0.0,0.0,14100.0,1.32471,210000.0,19.7298,0.0,0.0,-1.0,1.0,0.5663199999999999,0.8241850000000001,1.0,0,21.684,2,230800.0,21.684,0.0,168.0,23.5651,32.4173,168.0,0,0.0,70,0,0.0,0.0,20.0,0.842333,0.9063629999999999,20.0,0,0.0,11,0,0.0,1,420,37.5178,78.7767,0,56,0,22.2639,15650.0,17830.0,18630.0,23930.0,24570.0,25270.0,27470.0,28370.0,28370.0,55.1639,62.8481,65.668,84.3497,86.6056,89.073,96.8276,100.0,100.0,14270.0,10540.0,10420,4440,3800,3100,900,0,0,0,0,50.2996,37.1519,36.7289,15.6503,13.3944,10.927,3.17237,0.0,0.0,0.0,0.0,14165.0,21215.0,35485.0,51965.0,62265.0,62265.0,62265.0,62265.0,62265.0,22.7495,34.0721,56.9903,83.4578,100.0,100.0,100.0,100.0,100.0,48400.0,44450.0,29360,11600,0,0,0,0,0,0,0,77.7323,71.3884,47.1533,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loopha13,19356.0,23758.0,0.814715,15373,17248.0,0,41.2543,8385.0,24561.0,41809.0,0.00909168,18150.0,0,18150.0,1206.0,93.7694,93.7694,1205,6.22546,1,0.00516636,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,14060,59.1801,771,3.24522,0,0,99.0,0.416702,0,0.0,8508.0,35.8111,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,14060,33.6291,1542,3.6882,0,0,198.0,0.47358199999999995,0,0.0,23709.0,56.7079,0.0,0.0,0.0,0.0,0.0,0.0,-3.00005,3.00005,0.32605,1.43075,6000.1,0,30.2543,9,12649.0,30.2543,0.0,1.0,5.16636e-05,0.00718755,1.0,0,0.0,2,0,0.0,-3.0,4.6,0.14935299999999999,1.06555,92000.0,0,4.41115,10,1048,4.41115,1,5,1.7597900000000002,0.9739450000000001,1,101,0,4.68639,23527.0,23758.0,23758.0,23758.0,23758.0,23758.0,23758.0,23758.0,23758.0,99.0277,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,285.0,0.0,0,0,0,0,0,0,0,0,0,1.1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18132.0,18766.0,18836.0,19351.0,19351.0,19356.0,19356.0,19356.0,19356.0,93.6764,96.9518,97.3135,99.9742,99.9742,100.0,100.0,100.0,100.0,2182.0,822.0,524,5,5,0,0,0,0,0,0,11.273,4.24675,2.70717,0.0258318,0.0258318,0.0,0.0,0.0,0.0,0.0,0.0
lotsize,2985.0,1920.0,1.55469,600,2980.0,0,45.3922,1320.0,3585.0,6565.0,0.114548,1195.0,0,1195.0,1790.0,40.0335,40.0335,1790,59.9665,0,0.0,0,0.0,120,6.25,0,0,0,0.0,0,0.0,0,0,0,0,5,0.260417,0,0.0,0,0.0,0,0,1195.0,62.2396,0,0.0,1795.0,93.4896,0,0.0,0,0,590,0,0.0,0.0,600.0,9.139380000000001,600.0,9.139380000000001,0.0,0.0,0,0.0,0.0,0.0,0,0,595.0,9.06321,0,0.0,0,0.0,0,0,2390.0,36.4052,0,0.0,5370.0,81.7974,0.0,0.0,0.0,0.0,2950.0,44.9353,-20019.0,1.0,-3403.54,7234.78,20019.0,0,36.329,7,2385.0,36.329,0.0,45000.0,4904.62,11379.3,45000.0,0,0.0,19,0,0.0,0.0,299.0,48.7932,85.7642,299.0,0,0.0,264,0,0.0,2,119,3.4192699999999996,6.08009,2,3,0,2.23532,1205.0,1915.0,1915.0,1915.0,1915.0,1920.0,1920.0,1920.0,1920.0,62.7604,99.7396,99.7396,99.7396,99.7396,100.0,100.0,100.0,100.0,715.0,5.0,5,5,5,0,0,0,0,0,0,37.2396,0.260417,0.260417,0.260417,0.260417,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LpPackingModel2_Dim10,20537.0,65935.0,0.311473,0,0.0,0,0.0,65935.0,339036.0,339036.0,0.025037599999999997,20517.0,0,20517.0,20.0,99.9026,99.9026,20,0.09738519999999999,0,0.0,0,0.0,10,0.0151665,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,65195.0,98.8777,0,0.0,0,0,0,0,0.0,0.0,40.0,0.011798200000000002,40.0,0.011798200000000002,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,317039.0,93.5119,0.0,0.0,0.0,0.0,0.0,0.0,-84.432,38441.0,45.1278,310.235,3844100000.0,0,6.05629,4096,20533.0,6.05629,-17153000.0,3.4313599999999997,-18244.8,450280.0,33809700.0,0,0.0,31,0,0.0,0.0,38392.7,216.02200000000002,663.442,47223.5,0,0.0,4096,0,0.0,3,50,5.14197,2.76965,4,14174,0,395.709,4488.0,65215.0,65229.0,65658.0,65935.0,65935.0,65935.0,65935.0,65935.0,6.8067,98.90799999999999,98.9292,99.5799,100.0,100.0,100.0,100.0,100.0,61467.0,720.0,716,393,0,0,0,0,0,0,0,93.2236,1.09198,1.08592,0.596042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17574.0,20470.0,20477.0,20477.0,20517.0,20517.0,20517.0,20517.0,20517.0,85.5724,99.6738,99.7078,99.7078,99.9026,99.9026,99.9026,99.9026,99.9026,20537.0,84.0,60,60,20,20,20,20,20,20,20,100.0,0.409018,0.29215599999999997,0.29215599999999997,0.09738519999999999,0.09738519999999999,0.09738519999999999,0.09738519999999999,0.09738519999999999,0.09738519999999999,0.09738519999999999
LpPackingModel5_Dim15,48163.0,163429.0,0.294703,0,0.0,0,0.0,163429.0,804740.0,804740.0,0.0102238,48133.0,0,48133.0,30.0,99.9377,99.9377,30,0.0622885,0,0.0,0,0.0,15,0.009178299999999999,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,161717.0,98.9525,0,0.0,0,0,0,0,0.0,0.0,60.0,0.00745582,60.0,0.00745582,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,753187.0,93.5938,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,44681.1,144.253,1139.14,4468110000.0,0,5.97808,4096,48108.0,5.97808,-23648100.0,4.73104,-5483.87,251415.0,484294000.0,0,0.0,89,0,0.0,0.0,44677.4,696.242,2444.89,55043.1,0,0.0,4096,0,0.0,0,64,4.9241,2.9001200000000003,4,27061,0,504.06,27731.0,161749.0,161832.0,162753.0,163429.0,163429.0,163429.0,163429.0,163429.0,16.9682,98.97200000000001,99.0228,99.5864,100.0,100.0,100.0,100.0,100.0,135728.0,1680.0,1624,749,2,0,0,0,0,0,0,83.0501,1.02797,0.9937040000000001,0.45830299999999996,0.00122377,0.0,0.0,0.0,0.0,0.0,0.0,38019.0,47697.0,48065.0,48073.0,48133.0,48133.0,48133.0,48133.0,48133.0,78.9382,99.0325,99.7965,99.8131,99.9377,99.9377,99.9377,99.9377,99.9377,48163.0,932.0,100,90,30,30,30,30,30,30,30,100.0,1.9351,0.207628,0.186865,0.0622885,0.0622885,0.0622885,0.0622885,0.0622885,0.0622885,0.0622885
lr1dr02vc05v8a-t360,20810.0,7560.0,2.75265,6480,46590.0,0,79.0331,1080.0,12360.0,58950.0,0.0374705,12174.0,6471,18645.0,2165.0,89.5963,58.5007,1080,5.18981,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1080.0,14.2857,5400,71.4286,2148,0,3222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,15600.0,26.4631,46554.0,78.972,12350.0,20.95,18525.0,31.4249,-300.0,300.0,-6.49873,104.399,300.0,0,37.5318,12,22125.0,37.5318,-3.59,916.72,190.99200000000002,275.525,91672.0,0,0.21624200000000002,743,45,0.21624200000000002,-45.0,69.0,0.14285699999999998,18.7268,69.0,0,9.523810000000001,5,720,9.523810000000001,3,18,7.7976199999999976,3.72625,0,4,0,3.0040299999999998,135.0,5466.0,7215.0,7560.0,7560.0,7560.0,7560.0,7560.0,7560.0,1.78571,72.3016,95.4365,100.0,100.0,100.0,100.0,100.0,100.0,7550.0,2352.0,345,0,0,0,0,0,0,0,0,99.8677,31.1111,4.56349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20810.0,20810.0,20810.0,20810.0,20810.0,20810.0,20810.0,20810.0,20810.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6960.0,0.0,0,0,0,0,0,0,0,0,0,33.4455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR1_DR03_VC03_V10b_t360,18486.0,7200.0,2.5675,5760,41052.0,0,79.5212,1440.0,10572.0,51624.0,0.0387861,6970.0,8630,15600.0,2886.0,84.3882,37.7042,1440,7.7896800000000015,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1440.0,20.0,7200,100.0,0,0,4296,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,14892.0,28.846999999999998,51624.0,100.0,0.0,0.0,26064.0,50.4881,-300.0,300.0,-10.1997,114.181,300.0,0,39.0632,8,20166.0,39.0632,-3.59,1277.25,260.195,385.042,127725.0,0,0.194742,742,36,0.194742,-39.0,108.0,0.304028,23.0779,108.0,0,15.0,64,1080,15.0,3,15,7.17,2.72172,0,4,0,2.97903,168.0,4470.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,2.33333,62.0833,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7146.0,2766.0,0,0,0,0,0,0,0,0,0,99.25,38.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18486.0,18486.0,18486.0,18486.0,18486.0,18486.0,18486.0,18486.0,18486.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6252.0,0.0,0,0,0,0,0,0,0,0,0,33.8202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR1_DR08_VC10_V40a_t120,45881.0,12960.0,3.5402,11880,102060.0,0,78.7136,1080.0,27600.0,129660.0,0.021805599999999998,22192.0,21518,43710.0,2171.0,95.2682,48.3686,1080,2.35392,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1080.0,8.33333,12960,100.0,0,0,10620,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,30840.0,23.7853,129660.0,100.0,0.0,0.0,70450.0,54.3344,-300.0,300.0,-14.2638,104.751,300.0,0,40.8376,22,52950.0,40.8376,-1.19,2507.83,298.26099999999997,469.68199999999996,250783.0,0,0.19616,409,90,0.19616,-42.0,263.0,0.101852,26.8955,263.0,0,7.4074100000000005,12,960,7.4074100000000005,3,93,10.0046,11.9844,0,4,0,3.02422,1280.0,9600.0,10178.0,12738.0,12758.0,12960.0,12960.0,12960.0,12960.0,9.876539999999999,74.0741,78.53399999999998,98.287,98.4414,100.0,100.0,100.0,100.0,12880.0,3360.0,2862,222,202,0,0,0,0,0,0,99.3827,25.9259,22.0833,1.7129599999999998,1.55864,0.0,0.0,0.0,0.0,0.0,0.0,45881.0,45881.0,45881.0,45881.0,45881.0,45881.0,45881.0,45881.0,45881.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16800.0,0.0,0,0,0,0,0,0,0,0,0,36.6165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lr1dr12vc10v70b-t360,193525.0,56160.0,3.44596,51480,457420.0,0,77.9118,4680.0,129680.0,587100.0,0.00540192,90670.0,93480,184150.0,9375.0,95.1557,46.8518,4680,2.4182900000000003,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,4680.0,8.33333,56160,100.0,0,0,46540,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,143720.0,24.4796,587100.0,100.0,0.0,0.0,312570.0,53.2397,-300.0,300.0,-14.8283,106.664,300.0,0,39.3442,22,230990.0,39.3442,-3.59,2458.79,336.463,463.505,245879.0,0,0.201524,973,390,0.201524,-59.0,452.0,0.139031,36.1228,452.0,0,7.692310000000001,90,4320,7.692310000000001,3,133,10.4541,15.3427,0,4,0,3.1866,1880.0,43200.0,43682.0,55458.0,55466.0,55506.0,56160.0,56160.0,56160.0,3.3475800000000002,76.9231,77.7813,98.75,98.7642,98.8355,100.0,100.0,100.0,56040.0,12960.0,12538,702,694,654,0,0,0,0,0,99.7863,23.0769,22.3255,1.25,1.23575,1.1645299999999998,0.0,0.0,0.0,0.0,0.0,193525.0,193525.0,193525.0,193525.0,193525.0,193525.0,193525.0,193525.0,193525.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82880.0,0.0,0,0,0,0,0,0,0,0,0,42.8265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR2_11_DR2_33_VC4_V11a_t60,37161.0,36945.0,1.00585,6420,58066.0,0,41.809,30525.0,80818.0,138884.0,0.010116,29758.0,0,29758.0,7403.0,80.0786,80.0786,0,0.0,0,0.0,0,0.0,480,1.2992299999999999,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1083,2.93138,0,0.0,0,0,24749.0,66.9888,0,0.0,25897.0,70.0961,0,0.0,3938,0,660,0,0.0,0.0,5280.0,3.8017300000000014,5280.0,3.8017300000000014,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1083,0.779787,0,0.0,0,0,49498.0,35.6398,0,0.0,63298.0,45.5762,0.0,0.0,42767.0,30.7933,6600.0,4.75217,-300.0,300.0,12.2147,91.2919,300.0,0,47.935,17,66574.0,47.935,-5.02,839.8839999999999,144.702,227.31099999999998,83988.4,0,0.0,328,0,0.0,-39.0,300.0,52.6663,101.04299999999999,300.0,0,0.9744209999999999,22,360,0.9744209999999999,0,60,3.75921,3.5557800000000004,0,34,0,4.88251,27336.0,31274.0,36937.0,36937.0,36945.0,36945.0,36945.0,36945.0,36945.0,73.9911,84.6502,99.9783,99.9783,100.0,100.0,100.0,100.0,100.0,9851.0,6412.0,8,8,0,0,0,0,0,0,0,26.664,17.3555,0.021653799999999997,0.021653799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36530.0,36535.0,36722.0,36873.0,37161.0,37161.0,37161.0,37161.0,37161.0,98.302,98.3154,98.8187,99.225,100.0,100.0,100.0,100.0,100.0,21183.0,626.0,468,288,0,0,0,0,0,0,0,57.0033,1.6845599999999998,1.25938,0.7750060000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR2_22_DR3_333_VC4_V14a_t60,90320.0,89363.0,1.01071,12540,147980.0,0,41.3745,76823.0,209680.0,357660.0,0.00443128,76189.0,0,76189.0,14131.0,84.3545,84.3545,0,0.0,0,0.0,0,0.0,780,0.8728440000000001,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2518,2.81772,0,0.0,0,0,65097.0,72.8456,0,0.0,66730.0,74.673,0,0.0,8082,0,840,0,0.0,0.0,10920.0,3.05318,10920.0,3.05318,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,2518,0.704021,0,0.0,0,0,130194.0,36.4016,0,0.0,156834.0,43.85,0.0,0.0,118986.0,33.2679,12600.0,3.5229,-300.0,300.0,20.5342,93.2856,300.0,0,48.4365,24,173238.0,48.4365,-5.42,1409.29,212.295,282.282,140929.0,0,0.0,567,0,0.0,-35.0,300.0,62.6044,109.04899999999999,300.0,0,0.6042770000000001,74,540,0.6042770000000001,0,60,4.0023300000000015,4.58006,0,87,0,6.8647300000000016,70858.0,76777.0,86694.0,89350.0,89363.0,89363.0,89363.0,89363.0,89363.0,79.2923,85.9159,97.0133,99.9855,100.0,100.0,100.0,100.0,100.0,18793.0,16134.0,2685,13,0,0,0,0,0,0,0,21.03,18.0545,3.0046,0.014547399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89510.0,89516.0,89625.0,89752.0,89910.0,90320.0,90320.0,90320.0,90320.0,99.1032,99.1098,99.2305,99.3711,99.5461,100.0,100.0,100.0,100.0,57505.0,804.0,695,568,410,0,0,0,0,0,0,63.6681,0.8901680000000001,0.769486,0.628875,0.453942,0.0,0.0,0.0,0.0,0.0,0.0
lrsa120,3839.0,14521.0,0.264376,119,3836.0,0,9.60056,14402.0,36120.0,39956.0,0.07167489999999999,120.0,119,239.0,3600.0,6.22558,3.12581,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,2,0.0137732,0,0,7200.0,49.5834,0,0.0,14519.0,99.9862,119,0.8195030000000001,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,4,0.010011,0,0,14400.0,36.0396,0,0.0,39836.0,99.6997,3836.0,9.60056,0.0,0.0,0.0,0.0,-2.0,1.0,0.270347,0.967353,2.0,0,36.335,3,14518.0,36.335,0.0,1.0,0.937744,0.24161999999999997,1.0,0,0.0,2,0,0.0,-1.0,2.0,0.00227257,0.705958,2.0,0,24.7917,4,3600,24.7917,2,62,2.7516,3.21126,0,241,0,34.0609,14404.0,14412.0,14428.0,14460.0,14521.0,14521.0,14521.0,14521.0,14521.0,99.1943,99.2494,99.3595,99.5799,100.0,100.0,100.0,100.0,100.0,119.0,111.0,95,63,0,0,0,0,0,0,0,0.8195030000000001,0.76441,0.654225,0.433854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,3719.0,3719.0,3719.0,3719.0,3779.0,3839.0,3839.0,3839.0,3.09977,96.8742,96.8742,96.8742,96.8742,98.4371,100.0,100.0,100.0,3720.0,120.0,120,120,120,60,0,0,0,0,0,96.9002,3.12581,3.12581,3.12581,3.12581,1.56291,0.0,0.0,0.0,0.0,0.0
